"FECH","ADUANA","PAIS","DEPTORIG","DEPTOPROC","via4","BANDERA4","REGIMEN4","MODALID4","SISESP","POSARA","PBK","PNK","CODA","UNID","FOBPES","FOBDOL","FLETES4","SEGURO4","OTROSG4","AGRENA"
210,6,493,76,13,1,221,1,1,1,4901990090,9543,9206,11,482,67894091,24009,550,128,1100,20073
210,6,815,13,13,1,434,1,1,1,3903190000,19228,19000,33,0,44289943,15662,1150,19,0,5992
210,6,196,25,25,1,580,1,1,2,6810990000,12000,12000,11,4,13008156,4600,0,0,0,0
210,6,196,25,25,1,580,1,1,1,3302109000,3672,3400,33,0,127084028,44940,0,0,0,44041
210,6,580,5,5,1,23,1,1,2,8901901000,2370,2133,11,5,39590040,14000,0,0,0,0
210,6,611,5,5,1,23,1,1,1,6107110000,5525,5102,15,7715,265389005,93848,0,0,0,73202
210,6,580,5,5,1,23,1,1,2,3926909090,1670,1550,33,0,9725011,3439,0,0,0,0
210,6,580,17,17,1,23,1,1,2,5407720000,235,223,33,0,3780849,1337,0,0,0,0
210,6,580,17,17,1,23,1,1,2,3920100000,6455,6242,33,0,29579416,10460,0,0,0,0
210,6,341,5,5,1,472,1,1,2,3905120000,11950,10021,33,0,38040373,13452,0,0,0,0
210,6,341,5,5,1,472,1,1,1,3506910000,14000,6991,33,0,53955569,19080,0,0,0,14497
210,6,244,25,25,1,23,1,1,1,9401690000,66,54,11,6,2528107,894,33,0,0,775
210,6,244,25,25,1,23,1,1,1,9403600000,2312,1900,11,25,47366655,16750,1171,0,0,13093
210,6,244,25,25,1,23,1,1,1,9403500000,751,618,11,16,16955849,5996,381,0,0,4536
210,6,244,25,25,1,23,1,1,1,9403900000,39,32,11,4,2171797,768,20,0,0,717
210,6,63,11,11,1,23,1,1,1,3920430000,20880,20640,33,0,104876844,37087,825,68,0,8984
210,6,245,25,11,1,23,1,1,1,3920430000,24122,20700,33,0,94688064,33484,1250,60,0,13217
210,6,647,5,5,1,23,1,1,1,3921900000,757,734,82,1032,3034294,1073,43,0,3,851
210,6,647,5,5,1,23,1,1,1,3912900000,1724,1672,33,0,4979861,1761,98,0,5,1517
210,6,647,5,5,1,23,1,1,1,3921120000,22020,21361,82,29552,94422245,33390,1259,0,101,23809
210,6,249,25,25,1,23,1,1,1,3920430000,15163,12590,33,0,55007532,19452,0,0,0,11032
210,6,249,5,5,1,23,1,1,1,3921120000,11816,11080,82,19519,125079075,44231,930,78,0,37902
210,6,916,5,8,3,169,1,1,2,1511900000,7370,7000,42,7,16246056,5745,76,14,0,0
210,6,149,25,25,1,23,1,1,1,3920430000,16538,12518,33,0,62326034,22040,1200,40,50,13668
210,6,317,25,25,1,23,1,1,2,3302109000,675,605,33,0,25275413,8938,310,15,0,0
210,6,196,25,25,1,23,1,1,1,3920490000,7623,7128,33,0,42205811,14925,650,26,80,10155
210,6,647,76,76,1,23,1,1,1,1704901000,20728,18991,33,0,53276882,18840,933,33,0,13122
210,6,647,76,76,1,23,1,1,1,1806900090,2829,2592,33,0,17956911,6350,127,11,0,4978
210,6,845,25,13,1,47,1,1,1,3808309000,59280,53760,33,0,354952987,125520,3990,282,0,56999
210,6,850,13,13,1,628,1,1,2,4811908000,412,407,33,0,5293754,1872,18,4,0,0
210,6,850,13,13,1,23,1,1,1,3902300000,25100,25000,33,0,74372718,26300,1140,60,0,5552
210,6,850,13,13,1,628,1,1,2,4804110000,19806,19773,33,0,39140410,13841,593,30,0,0
210,6,850,13,13,1,628,1,1,2,4805911000,113,113,33,0,1247086,441,3,1,0,0
210,6,850,13,13,1,628,1,1,2,3403990000,22,22,33,0,695654,246,1,1,0,0
210,6,850,13,13,1,628,1,1,2,3824909990,99,99,33,0,1473315,521,3,1,0,0
210,6,242,13,13,1,434,1,1,1,3904301000,20701,20000,33,0,47049935,16638,962,0,0,7015
210,6,242,13,13,1,434,1,1,1,3904102000,41402,40000,33,0,66952414,23676,1924,0,0,8656
210,6,196,76,13,1,580,1,1,2,4901990090,14,14,11,47,240368,85,0,0,0,0
210,6,196,76,13,1,580,1,1,2,4903000000,1,1,11,5,5656,2,0,0,0,0
210,6,196,76,13,1,580,1,1,1,4820200000,14496,13406,11,42180,78863360,27888,1000,185,969,24490
210,6,245,5,13,1,628,1,1,1,3206200000,6060,6000,33,0,28674500,10140,0,0,0,5576
